year mo dd hr mn sc dsub1_Bx dsub1_By dsub1_Bz dsub2_Bx dsub2_By dsub2_Bz dsub3_Bx dsub3_By dsub3_Bz dsub4_Bx dsub4_By dsub4_Bz dsub5_Bx dsub5_By dsub5_Bz
2014 07 15 15 20 44 -42.819459 -9.360080 -41.768893 -32.924680 27.434852 -16.335854 38.085915 8.502604 -32.626008 19.473918 11.643089 -20.469867 -6.229629 -37.720464 -60.971187
2014 07 15 15 20 44 -42.850453 -9.263521 -41.829690 -32.820968 27.611281 -15.973457 38.110949 8.670689 -32.549714 19.580014 11.671700 -20.462714 -6.156911 -37.821792 -60.948537
2014 07 15 15 20 44 -42.848069 -9.134775 -41.766509 -32.918719 27.666118 -15.866169 38.232543 8.447767 -32.713030 19.664653 11.534609 -20.466290 -6.024589 -37.862323 -60.897277
2014 07 15 15 20 45 -42.784888 -9.224182 -41.803464 -32.915143 27.270343 -16.127237 38.256385 8.313061 -32.487725 19.552596 11.527456 -20.443641 -6.247510 -37.822984 -60.997413
2014 07 15 15 20 45 -42.762238 -9.333854 -41.774854 -32.975940 27.503993 -16.290554 38.087108 8.515717 -32.589053 19.502528 11.676468 -20.394765 -6.223669 -37.726424 -60.943769
2014 07 15 15 20 45 -42.876679 -9.245639 -41.799888 -32.911567 27.571942 -15.919813 38.238503 8.407236 -32.652234 19.651540 11.482157 -20.412646 -6.031742 -37.904046 -60.888933
2014 07 15 15 20 45 -42.771775 -9.250408 -41.662797 -32.795934 27.431275 -15.828022 38.361289 8.305908 -32.640313 19.643195 11.440433 -20.372115 -6.063928 -37.924312 -60.941385
2014 07 15 15 20 46 -42.746741 -9.361272 -41.749820 -32.922296 27.364518 -16.075977 38.250424 8.162857 -32.640313 19.597896 11.442818 -20.348273 -6.165256 -37.837289 -61.117814
2014 07 15 15 20 46 -42.752702 -9.398227 -41.770085 -32.923488 27.413394 -16.159424 38.193204 8.503796 -32.630776 19.434579 11.567987 -20.465098 -6.236782 -37.760995 -60.936616
2014 07 15 15 20 46 -42.849261 -9.273057 -41.858300 -32.906798 27.556445 -16.053328 38.109757 8.650423 -32.568787 19.504912 11.674084 -20.449601 -6.217708 -37.774108 -60.857938
